Date,Time,Outdoor air temperature °C,Outdoor relative humidity %,Outdoor dew point °C,Thermal sensation °C,Heat index °C,THSW index°C,Solar radiation W/m^2,Solar radiation MJ/300s,Degree-days D-D,Indoor air temperature °C,Indoor relative humidity %,Indoor dew point °C
10/12/2020,20:00:00,20.216666666666665,53.0,10.316666666666666,20.216666666666665,19.583333333333332,17.814971083333333,0.0,0.0,0.0065,18.650000000000002,53.416666666666664,8.975
10/12/2020,21:00:00,18.558333333333334,58.5,10.266666666666667,18.558333333333334,18.075,16.251461666666668,0.0,0.0,0.0008333333333333334,17.125,58.583333333333336,8.933333333333334
10/12/2020,22:00:00,17.183333333333334,62.75,10.016666666666667,17.183333333333334,16.733333333333334,14.70670375,0.0,0.0,0.0,16.066666666666666,63.25,9.091666666666667
10/12/2020,23:00:00,15.908333333333333,67.16666666666667,9.808333333333334,15.908333333333333,15.508333333333333,13.6190515,0.0,0.0,0.0,15.0,66.33333333333333,8.766666666666667
11/12/2020,00:00:00,14.416666666666666,70.83333333333333,9.174999999999999,14.416666666666666,14.016666666666666,12.104531249999999,0.0,0.0,0.0,13.691666666666668,70.33333333333333,8.391666666666667
11/12/2020,01:00:00,12.966666666666667,74.5,8.516666666666667,12.966666666666667,12.641666666666666,10.822969125,0.0,0.0,0.0,12.566666666666668,73.91666666666667,8.025
11/12/2020,02:00:00,12.041666666666666,77.41666666666667,8.225,12.041666666666666,11.808333333333332,9.884873666666666,0.0,0.0,0.0,11.758333333333333,76.25,7.716666666666666
11/12/2020,03:00:00,11.633333333333333,78.08333333333333,7.933333333333334,11.633333333333333,11.433333333333332,9.517005833333334,0.0,0.0,0.0,11.166666666666666,77.75,7.416666666666667
11/12/2020,04:00:00,11.1,78.5,7.5,11.1,10.933333333333332,9.017654583333334,0.0,0.0,0.0,10.65,78.66666666666667,7.083333333333333
11/12/2020,05:00:00,10.183333333333334,80.75,7.0249999999999995,10.183333333333334,10.183333333333334,8.391949250000001,0.0,0.0,0.0,10.016666666666667,80.08333333333333,6.733333333333333
11/12/2020,06:00:00,10.799999999999999,80.91666666666667,7.6499999999999995,10.799999999999999,10.733333333333334,8.789081999999999,0.0,0.0,0.0,9.733333333333333,81.0,6.633333333333333
11/12/2020,07:00:00,10.6,79.5,7.208333333333333,10.6,10.541666666666666,8.68604425,3.9166666666666665,4.0608,0.0,9.75,81.83333333333333,6.7749999999999995
11/12/2020,08:00:00,11.558333333333332,78.0,7.841666666666666,11.558333333333332,11.366666666666667,9.914785,23.75,24.624,0.0,10.799999999999999,81.33333333333333,7.7250000000000005
11/12/2020,09:00:00,14.516666666666666,72.0,9.525,14.516666666666666,14.200000000000001,15.958299625,190.0,196.99200000000002,0.0,16.258333333333333,75.0,11.783333333333333
11/12/2020,10:00:00,19.091666666666665,60.666666666666664,11.291666666666666,19.091666666666665,18.75,22.14169533333333,331.9166666666667,344.1312,0.0031666666666666666,25.90833333333333,56.0,16.3
11/12/2020,11:00:00,22.008333333333336,55.083333333333336,12.541666666666666,22.008333333333336,21.65833333333333,21.785598333333336,33.0,34.2144,0.012583333333333334,37.975,32.5,18.441666666666666
11/12/2020,12:00:00,24.016666666666666,48.083333333333336,12.325000000000001,24.016666666666666,23.858333333333334,24.614955666666663,36.833333333333336,38.1888,0.01975,48.99166666666667,20.0,20.0
11/12/2020,13:00:00,26.40833333333333,42.333333333333336,12.583333333333334,26.40833333333333,26.03333333333333,26.824107666666666,100.91666666666667,104.63040000000001,0.028083333333333335,55.666666666666664,15.916666666666666,21.7
11/12/2020,14:00:00,26.974999999999998,40.666666666666664,12.475,26.974999999999998,26.5,27.229108916666664,150.5,156.0384,0.03,47.64166666666667,19.583333333333332,18.483333333333334
11/12/2020,15:00:00,27.875,38.25,12.35,27.875,27.400000000000002,28.270382416666667,140.16666666666666,145.3248,0.03325,43.291666666666664,22.666666666666668,17.275000000000002
11/12/2020,16:00:00,27.400000000000002,37.916666666666664,11.799999999999999,27.400000000000002,26.8,26.741439166666666,94.25,97.7184,0.03141666666666667,34.65833333333334,30.25,14.658333333333333
11/12/2020,17:00:00,26.566666666666666,38.583333333333336,11.308333333333332,26.566666666666666,25.983333333333334,24.9235055,49.333333333333336,51.1488,0.028666666666666663,28.433333333333334,39.75,13.383333333333333
11/12/2020,18:00:00,24.683333333333334,42.083333333333336,10.916666666666666,24.683333333333334,24.316666666666666,22.795094416666668,6.25,6.4799999999999995,0.021916666666666668,23.916666666666668,45.25,11.299999999999999
11/12/2020,19:00:00,22.566666666666666,47.083333333333336,10.700000000000001,22.566666666666666,22.041666666666668,20.013499416666665,0.0,0.0,0.014833333333333332,20.55,50.416666666666664,9.875
11/12/2020,20:00:00,19.983333333333334,54.333333333333336,10.475,19.983333333333334,19.441666666666666,17.592938,0.0,0.0,0.005583333333333333,18.25,56.166666666666664,9.35
11/12/2020,21:00:00,17.008333333333333,63.416666666666664,10.008333333333333,17.008333333333333,16.591666666666665,14.846862458333334,0.0,0.0,0.00016666666666666666,16.266666666666666,62.666666666666664,9.125
11/12/2020,22:00:00,15.549999999999999,67.33333333333333,9.508333333333333,15.549999999999999,15.116666666666667,13.263014416666666,0.0,0.0,0.0,14.708333333333334,67.25,8.674999999999999
11/12/2020,23:00:00,14.25,70.66666666666667,8.975,14.25,13.825000000000001,11.88118375,0.0,0.0,0.0,13.5,71.58333333333333,8.458333333333334
12/12/2020,00:00:00,13.1,73.5,8.491666666666667,13.1,12.791666666666666,10.868316333333333,0.0,0.0,0.0,12.5,74.16666666666667,8.025
12/12/2020,01:00:00,12.308333333333332,75.5,8.108333333333333,12.308333333333332,12.033333333333333,9.9708145,0.0,0.0,0.0,11.858333333333334,76.5,7.858333333333333
12/12/2020,02:00:00,12.741666666666667,74.41666666666667,8.308333333333334,12.741666666666667,12.441666666666668,10.049677083333334,0.0,0.0,0.0,11.683333333333332,78.0,7.983333333333333
12/12/2020,03:00:00,11.875,75.58333333333333,7.691666666666666,11.875,11.608333333333334,9.64579125,0.0,0.0,0.0,11.391666666666666,78.5,7.7749999999999995
12/12/2020,04:00:00,12.491666666666667,74.83333333333333,8.141666666666667,12.491666666666667,12.208333333333334,9.815819333333334,0.0,0.0,0.0,11.149999999999999,79.25,7.691666666666666
12/12/2020,05:00:00,11.625,74.75,7.2749999999999995,11.625,11.358333333333334,9.324976,0.0,0.0,0.0,10.85,79.91666666666667,7.508333333333333
12/12/2020,06:00:00,10.858333333333334,77.5,7.066666666666666,10.858333333333334,10.708333333333334,8.8057705,0.0,0.0,0.0,10.225,80.91666666666667,7.083333333333333
12/12/2020,07:00:00,10.741666666666667,79.41666666666667,7.325,10.741666666666667,10.641666666666667,8.939922166666667,8.166666666666666,8.4672,0.0,10.325,81.58333333333333,7.2749999999999995
12/12/2020,08:00:00,11.833333333333334,78.0,8.108333333333333,11.833333333333334,11.616666666666667,11.273044708333332,50.5,52.3584,0.0,12.241666666666667,80.25,8.933333333333334
12/12/2020,09:00:00,14.475,72.25,9.533333333333333,14.475,14.125,15.940403916666666,186.41666666666666,193.2768,0.0,16.641666666666666,74.25,12.016666666666666
12/12/2020,10:00:00,18.566666666666666,62.25,11.183333333333332,18.566666666666666,18.241666666666667,21.32952583333333,301.8333333333333,312.9408,0.0025,24.041666666666668,57.666666666666664,15.066666666666668
12/12/2020,11:00:00,21.641666666666666,52.833333333333336,11.566666666666668,21.641666666666666,21.058333333333334,21.035123333333335,45.916666666666664,47.6064,0.011666666666666667,33.858333333333334,36.083333333333336,16.474999999999998
12/12/2020,12:00:00,24.125,46.75,12.016666666666666,24.125,23.925,24.027863333333332,60.166666666666664,62.3808,0.02008333333333333,44.958333333333336,21.833333333333332,18.141666666666666
12/12/2020,13:00:00,26.391666666666666,43.083333333333336,12.816666666666668,26.391666666666666,26.05,26.28762725,35.916666666666664,37.2384,0.02791666666666667,53.525,16.583333333333332,20.650000000000002
12/12/2020,14:00:00,28.075,36.5,11.808333333333332,28.075,27.508333333333336,27.088431666666665,48.25,50.0256,0.03391666666666667,53.68333333333334,14.75,18.883333333333333
12/12/2020,15:00:00,28.349999999999998,33.166666666666664,10.583333333333334,28.349999999999998,27.558333333333334,27.493892250000002,83.66666666666667,86.7456,0.034583333333333334,44.25833333333333,19.75,15.883333333333333
12/12/2020,16:00:00,27.383333333333336,36.416666666666664,11.15,27.383333333333336,26.675,26.823865416666667,113.91666666666667,118.1088,0.03133333333333333,34.31666666666667,29.333333333333332,13.825000000000001
12/12/2020,17:00:00,27.05,37.25,11.208333333333334,27.05,26.425,25.560016750000003,48.166666666666664,49.9392,0.03025,30.066666666666666,34.916666666666664,12.883333333333333
12/12/2020,18:00:00,24.724999999999998,42.0,10.924999999999999,24.724999999999998,24.358333333333334,22.8720015,3.6666666666666665,3.8016,0.022083333333333333,24.125,41.333333333333336,10.133333333333333
12/12/2020,19:00:00,22.241666666666664,47.0,10.375,22.241666666666664,21.59166666666667,19.723075333333334,0.0,0.0,0.013583333333333334,20.491666666666667,47.916666666666664,9.058333333333334
12/12/2020,20:00:00,19.433333333333334,55.333333333333336,10.216666666666667,19.433333333333334,18.858333333333334,17.148380083333333,0.0,0.0,0.004,18.2,55.583333333333336,9.141666666666667
12/12/2020,21:00:00,17.466666666666665,61.5,9.975,17.466666666666665,17.0,15.063283083333333,0.0,0.0,0.0,16.375,61.166666666666664,8.883333333333333
12/12/2020,22:00:00,16.099999999999998,66.0,9.758333333333333,16.099999999999998,15.700000000000001,13.755648666666666,0.0,0.0,0.0,15.316666666666668,65.33333333333333,8.85
12/12/2020,23:00:00,15.025,69.16666666666667,9.4,15.025,14.608333333333334,12.692396833333333,0.0,0.0,0.0,14.158333333333333,69.0,8.549999999999999
13/12/2020,00:00:00,13.666666666666666,72.5,8.808333333333334,13.666666666666666,13.283333333333333,11.362516958333332,0.0,0.0,0.0,13.033333333333333,73.0,8.299999999999999
13/12/2020,01:00:00,12.541666666666666,75.08333333333333,8.241666666666667,12.541666666666666,12.25,10.34361775,0.0,0.0,0.0,12.141666666666666,76.08333333333333,8.049999999999999
13/12/2020,02:00:00,11.733333333333334,77.58333333333333,7.916666666666667,11.733333333333334,11.508333333333333,9.658742250000001,0.0,0.0,0.0,11.475,78.08333333333333,7.7749999999999995
13/12/2020,03:00:00,11.441666666666668,79.16666666666667,7.966666666666666,11.441666666666668,11.275,9.425833333333333,0.0,0.0,0.0,10.966666666666667,79.75,7.6000000000000005
13/12/2020,04:00:00,10.808333333333332,80.25,7.533333333333334,10.808333333333332,10.733333333333334,8.891855833333333,0.0,0.0,0.0,10.416666666666666,81.08333333333333,7.3
13/12/2020,05:00:00,10.708333333333334,81.91666666666667,7.758333333333333,10.708333333333334,10.674999999999999,8.827069,0.0,0.0,0.0,10.2,82.16666666666667,7.233333333333333
13/12/2020,06:00:00,11.258333333333333,79.83333333333333,7.8999999999999995,11.258333333333333,11.141666666666666,9.135869166666668,0.0,0.0,0.0,10.2,82.08333333333333,7.291666666666667
13/12/2020,07:00:00,10.283333333333333,78.83333333333333,6.766666666666667,10.283333333333333,10.216666666666667,8.50632875,4.416666666666667,4.5792,0.0,9.85,82.33333333333333,6.958333333333333
13/12/2020,08:00:00,11.008333333333333,79.41666666666667,7.583333333333333,11.008333333333333,10.891666666666666,9.785067249999999,27.916666666666668,28.944000000000003,0.0,10.491666666666667,82.16666666666667,7.575
13/12/2020,09:00:00,14.258333333333333,72.0,9.258333333333333,14.258333333333333,13.916666666666666,15.527439083333334,188.41666666666666,195.3504,0.0,15.433333333333332,75.5,11.091666666666667
13/12/2020,10:00:00,18.808333333333334,63.083333333333336,11.625,18.808333333333334,18.575,21.960957333333337,344.0,356.6592,0.0027500000000000003,24.525000000000002,57.333333333333336,15.441666666666668
13/12/2020,11:00:00,22.133333333333336,55.916666666666664,12.916666666666666,22.133333333333336,21.88333333333333,22.28177175,34.666666666666664,35.9424,0.013166666666666667,34.475,37.5,17.616666666666667
13/12/2020,12:00:00,25.099999999999998,43.916666666666664,11.875,25.099999999999998,24.808333333333334,24.756563083333333,50.0,51.84,0.023499999999999997,46.699999999999996,21.083333333333332,18.858333333333334
13/12/2020,13:00:00,27.65833333333333,35.75,11.108333333333334,27.65833333333333,26.974999999999998,27.179423,82.0,85.0176,0.0325,56.53333333333333,14.0,20.191666666666666
13/12/2020,14:00:00,27.491666666666664,32.333333333333336,9.483333333333333,27.491666666666664,26.566666666666666,26.377726916666663,86.33333333333333,89.5104,0.03191666666666667,45.61666666666667,18.0,15.508333333333333
13/12/2020,15:00:00,28.325,28.666666666666668,8.416666666666666,28.325,27.183333333333334,26.58971191666667,55.166666666666664,57.1968,0.034833333333333334,40.699999999999996,21.666666666666668,14.541666666666666
13/12/2020,16:00:00,28.275000000000002,29.833333333333332,8.958333333333334,28.275000000000002,27.183333333333334,26.320160333333334,40.416666666666664,41.904,0.034583333333333334,34.05833333333333,27.833333333333332,12.825000000000001
13/12/2020,17:00:00,27.708333333333332,26.083333333333332,6.266666666666667,27.708333333333332,26.391666666666666,24.93987925,33.916666666666664,35.1648,0.03258333333333333,28.675,32.5,10.566666666666666
13/12/2020,18:00:00,25.075,23.75,2.8666666666666667,25.075,23.858333333333334,22.087503916666666,5.583333333333333,5.7888,0.023500000000000004,23.491666666666664,32.083333333333336,5.875
13/12/2020,19:00:00,21.849999999999998,29.583333333333332,3.233333333333333,21.849999999999998,20.175,18.30252225,0.0,0.0,0.012333333333333333,19.8,36.916666666666664,4.625
13/12/2020,20:00:00,19.474999999999998,36.416666666666664,4.158333333333333,19.474999999999998,17.833333333333332,15.802780666666665,0.0,0.0,0.003833333333333333,17.958333333333332,41.0,4.483333333333333
13/12/2020,21:00:00,18.041666666666668,40.666666666666664,4.441666666666666,18.041666666666668,16.583333333333332,14.475564,0.0,0.0,0.00016666666666666666,16.558333333333334,44.75,4.5
